State,Date,Body Aches,Fatigue,Flu-like,Seasonal Cold,Trouble Breathing,Nausea or Diarrhea,Loss of Appetite,Fever,Changes in Smell or Taste,Abdominal Pain,Chills,Cough,Headache
Rhode Island,2020-04-29,0,0,4,0,1,0,0,0,1,0,0,2,0
Rhode Island,2020-04-30,1,2,4,1,3,0,0,0,0,0,0,0,0
Rhode Island,2020-05-01,0,0,4,0,3,1,0,0,0,0,0,0,0
Rhode Island,2020-05-02,0,2,4,0,2,0,0,1,0,0,1,0,0
Rhode Island,2020-05-03,0,1,5,0,3,1,0,0,0,0,0,0,0
Rhode Island,2020-05-04,0,0,1,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-05,0,1,20,0,0,1,0,1,0,0,0,0,0
Rhode Island,2020-05-06,2,0,1,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-05-07,0,1,1,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-05-08,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-09,0,1,0,0,1,0,0,0,1,0,0,1,0
Rhode Island,2020-05-10,0,1,8,0,4,1,0,0,0,0,0,0,0
Rhode Island,2020-05-11,0,0,1,0,0,0,0,1,0,0,0,0,0
Rhode Island,2020-05-12,0,0,2,0,0,0,0,1,0,0,0,4,0
Rhode Island,2020-05-13,0,2,0,0,1,0,0,1,0,0,0,0,0
Rhode Island,2020-05-14,0,0,7,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-17,0,0,0,0,2,0,0,0,0,0,0,0,0
Rhode Island,2020-05-18,0,1,0,0,0,0,0,0,2,0,1,0,0
Rhode Island,2020-05-19,0,1,1,0,0,0,0,1,3,0,0,0,0
Rhode Island,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-21,0,0,2,0,0,0,0,3,4,0,0,2,0
Rhode Island,2020-05-22,0,0,5,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-05-23,0,2,2,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-05-24,0,0,0,0,0,0,0,1,0,0,0,1,0
Rhode Island,2020-05-25,1,0,2,0,0,0,0,11,0,0,0,0,0
Rhode Island,2020-05-26,0,1,3,0,0,0,0,6,0,0,0,0,0
Rhode Island,2020-05-27,0,1,3,0,2,0,1,0,0,0,0,0,0
Rhode Island,2020-05-28,1,4,3,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-05-29,1,0,4,0,15,0,0,0,0,0,0,0,0
Rhode Island,2020-05-30,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-05-31,0,1,0,0,3,0,0,0,0,0,0,0,0
Rhode Island,2020-06-01,0,0,1,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-06-02,0,0,0,0,0,0,0,0,0,0,0,1,0
Rhode Island,2020-06-03,0,0,1,0,0,1,1,0,0,0,0,0,0
Rhode Island,2020-06-04,0,0,1,0,0,0,0,0,0,0,0,1,0
Rhode Island,2020-06-05,0,0,3,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-06-06,1,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-06-07,4,2,1,0,0,0,0,2,0,0,0,3,0
Rhode Island,2020-06-08,0,0,0,0,3,0,0,1,2,0,0,1,0
Rhode Island,2020-06-10,4,0,3,0,1,0,0,2,0,0,0,0,0
Rhode Island,2020-06-11,5,1,1,0,2,0,0,13,0,0,0,0,0
Rhode Island,2020-06-12,2,1,5,0,0,0,0,3,1,0,0,0,0
Rhode Island,2020-06-13,0,5,3,0,1,0,0,0,2,0,0,0,0
Rhode Island,2020-06-14,0,0,0,0,1,0,1,1,2,0,0,1,0
Rhode Island,2020-06-15,0,2,2,0,4,1,0,0,0,0,0,0,0
Rhode Island,2020-06-16,0,1,1,0,1,1,0,1,2,0,0,1,0
Rhode Island,2020-06-17,0,0,1,0,1,0,0,1,0,0,0,2,0
Rhode Island,2020-06-18,2,0,5,0,2,0,0,0,2,0,0,0,0
Rhode Island,2020-06-19,0,0,0,0,2,0,0,0,0,0,0,1,0
Rhode Island,2020-06-22,2,0,2,0,1,0,0,0,4,0,1,0,0
Rhode Island,2020-06-23,0,0,6,0,5,0,0,0,0,0,0,2,0
Rhode Island,2020-06-24,0,1,23,0,0,0,0,4,0,0,0,8,0
Rhode Island,2020-06-25,0,5,1,0,3,0,1,0,4,0,0,1,0
Rhode Island,2020-06-26,1,4,5,0,2,0,1,0,3,0,0,0,0
Rhode Island,2020-06-27,0,1,0,0,4,0,0,0,1,0,0,1,1
Rhode Island,2020-06-29,2,2,2,0,3,0,0,3,0,0,0,0,0
Rhode Island,2020-06-30,0,1,4,0,4,0,0,0,0,0,0,0,0
Rhode Island,2020-07-01,0,2,12,0,2,0,0,2,1,0,1,0,0
Rhode Island,2020-07-02,9,0,1,0,2,0,0,1,0,0,0,0,0
Rhode Island,2020-07-03,0,0,3,0,2,0,0,4,2,0,0,1,0
Rhode Island,2020-07-04,0,5,0,0,2,0,0,24,1,0,0,0,0
Rhode Island,2020-07-05,3,0,8,0,1,0,0,8,5,0,0,2,1
Rhode Island,2020-07-06,2,5,3,0,1,2,0,3,0,0,0,0,1
Rhode Island,2020-07-07,1,3,3,0,1,0,0,1,0,0,0,0,0
Rhode Island,2020-07-08,1,1,1,0,3,0,0,1,0,0,1,1,0
Rhode Island,2020-07-09,1,0,0,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-07-10,3,4,5,0,4,0,0,1,0,0,0,0,0
Rhode Island,2020-07-11,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-07-12,0,0,2,0,2,1,0,0,1,0,0,0,0
Rhode Island,2020-07-13,3,0,3,0,2,0,0,0,0,0,0,0,0
Rhode Island,2020-07-14,2,2,5,0,0,1,0,2,4,0,0,0,0
Rhode Island,2020-07-15,1,0,14,0,1,0,1,1,9,0,0,0,0
Rhode Island,2020-07-16,0,2,11,0,1,0,0,0,2,0,0,1,0
Rhode Island,2020-07-17,3,1,8,0,1,0,0,4,1,2,3,0,0
Rhode Island,2020-07-18,0,0,7,0,0,0,0,0,3,0,0,0,0
Rhode Island,2020-07-19,0,2,3,0,0,0,0,1,3,0,0,1,0
Rhode Island,2020-07-20,1,2,11,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-07-21,7,2,4,0,1,0,0,1,0,0,0,0,0
Rhode Island,2020-07-22,4,0,3,0,3,0,0,1,0,0,1,0,0
Rhode Island,2020-07-23,2,1,1,0,5,0,0,0,1,0,0,0,0
Rhode Island,2020-07-24,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-07-25,1,0,2,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-07-26,0,2,1,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-07-27,0,0,5,1,0,6,0,14,0,0,0,1,0
Rhode Island,2020-07-28,0,0,2,0,0,3,0,5,3,0,0,0,1
Rhode Island,2020-07-29,1,0,1,0,1,0,0,1,0,0,0,0,0
Rhode Island,2020-07-30,2,1,4,0,2,0,0,0,0,0,0,0,0
Rhode Island,2020-07-31,1,1,8,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-02,0,1,1,0,2,0,0,0,1,0,0,0,0
Rhode Island,2020-08-03,0,0,7,0,3,0,0,0,0,0,1,3,0
Rhode Island,2020-08-04,0,1,6,0,0,0,0,0,0,0,0,2,0
Rhode Island,2020-08-05,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-08-06,1,0,4,0,2,0,0,0,0,0,0,0,0
Rhode Island,2020-08-07,0,1,3,0,3,0,0,0,0,0,0,0,0
Rhode Island,2020-08-08,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-09,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-10,1,0,1,0,1,0,0,1,2,0,0,2,0
Rhode Island,2020-08-11,0,7,21,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-12,0,0,2,0,3,0,0,1,0,0,0,0,0
Rhode Island,2020-08-13,0,0,6,0,0,0,0,2,0,0,0,0,0
Rhode Island,2020-08-14,1,0,0,0,0,0,0,0,0,0,1,0,0
Rhode Island,2020-08-15,1,2,2,0,8,0,0,0,0,0,0,0,0
Rhode Island,2020-08-16,0,1,3,0,2,2,0,0,0,0,0,0,0
Rhode Island,2020-08-17,0,0,1,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-08-18,0,0,2,0,2,0,0,1,1,0,0,0,0
Rhode Island,2020-08-19,2,0,5,0,0,1,0,1,0,0,0,0,0
Rhode Island,2020-08-20,0,0,2,0,0,0,0,3,0,0,0,0,0
Rhode Island,2020-08-21,3,0,7,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-22,3,1,4,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-23,0,0,3,0,0,0,0,0,3,0,0,0,1
Rhode Island,2020-08-24,0,0,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-25,1,0,4,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-26,0,1,1,0,0,0,0,0,1,0,0,0,0
Rhode Island,2020-08-27,0,2,2,0,1,0,0,0,1,0,0,0,0
Rhode Island,2020-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-08-30,0,2,5,0,4,0,0,1,0,0,0,1,0
Rhode Island,2020-08-31,1,0,5,0,4,0,0,1,0,0,0,0,0
Rhode Island,2020-09-01,1,2,2,0,0,0,0,0,0,0,0,1,0
Rhode Island,2020-09-02,0,1,2,0,0,0,0,1,0,0,0,0,0
Rhode Island,2020-09-03,0,0,8,0,0,0,0,0,2,0,0,1,0
Rhode Island,2020-09-04,0,0,2,0,1,1,0,0,0,0,0,0,0
Rhode Island,2020-09-05,0,1,0,0,2,0,0,0,0,0,0,0,1
Rhode Island,2020-09-06,0,1,4,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-09-07,0,2,2,0,0,0,0,0,0,0,0,0,0
Rhode Island,2020-09-08,1,3,6,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-09-09,0,0,29,0,0,0,0,4,0,0,0,0,0
Rhode Island,2020-09-10,0,0,29,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-09-11,0,0,4,0,2,0,0,1,0,0,0,1,0
Rhode Island,2020-09-12,0,0,1,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-09-13,0,0,8,0,1,0,0,0,2,0,0,0,0
Rhode Island,2020-09-14,0,1,5,0,1,0,0,0,0,0,0,0,0
Rhode Island,2020-09-15,0,1,4,0,5,0,0,1,1,0,0,0,0
South Carolina,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-03-12,1,0,2,0,2,0,0,0,0,0,0,0,0
South Carolina,2020-03-13,2,1,24,0,8,0,0,5,0,0,0,4,0
South Carolina,2020-03-14,0,5,17,0,4,1,0,6,2,0,0,2,0
South Carolina,2020-03-15,1,1,28,0,12,1,0,7,0,0,0,5,0
South Carolina,2020-03-16,0,5,47,1,3,0,0,5,0,0,0,3,0
South Carolina,2020-03-17,1,1,24,0,2,0,0,3,0,0,0,1,0
South Carolina,2020-03-18,0,0,35,0,4,1,0,4,2,0,0,3,0
South Carolina,2020-03-19,0,0,21,0,5,1,0,5,0,0,0,1,1
South Carolina,2020-03-20,4,2,19,0,40,0,0,5,0,0,0,3,0
South Carolina,2020-03-21,3,2,13,0,20,3,0,4,3,0,0,45,0
South Carolina,2020-03-22,2,1,13,0,2,0,0,12,0,0,0,46,0
South Carolina,2020-03-23,4,3,8,0,1,8,0,3,45,0,0,4,0
South Carolina,2020-03-24,5,1,11,0,3,2,0,3,11,0,0,5,1
South Carolina,2020-03-25,0,4,20,0,2,0,0,3,5,0,0,4,0
South Carolina,2020-03-26,4,2,29,0,7,2,0,1,3,0,0,2,0
South Carolina,2020-03-27,1,5,42,0,8,2,0,1,1,0,0,2,0
South Carolina,2020-03-28,3,2,27,0,3,2,0,6,0,0,0,4,0
South Carolina,2020-03-29,0,0,18,0,59,1,0,2,0,0,0,2,0
South Carolina,2020-03-30,1,1,17,0,28,1,0,6,0,0,0,8,0
South Carolina,2020-03-31,4,2,33,1,49,2,0,14,1,0,0,11,0
South Carolina,2020-04-01,0,4,32,0,5,1,0,1,5,0,0,2,0
South Carolina,2020-04-02,0,0,13,0,11,1,0,7,2,0,0,6,0
South Carolina,2020-04-03,0,4,11,0,1,1,0,1,0,0,0,3,0
South Carolina,2020-04-04,3,4,11,1,3,2,0,0,4,0,0,1,0
South Carolina,2020-04-05,2,1,26,1,7,1,0,1,7,0,0,1,0
South Carolina,2020-04-06,1,1,31,0,17,0,0,0,2,0,0,2,0
South Carolina,2020-04-07,0,1,17,0,12,1,0,3,5,0,0,2,0
South Carolina,2020-04-08,3,2,18,0,5,0,0,4,2,0,1,1,0
South Carolina,2020-04-09,3,5,16,0,7,2,0,1,4,0,1,1,0
South Carolina,2020-04-10,2,5,29,0,7,1,1,0,3,0,1,1,0
South Carolina,2020-04-11,1,3,34,0,7,0,0,1,2,0,0,1,0
South Carolina,2020-04-12,1,7,40,0,7,0,0,0,1,0,0,0,0
South Carolina,2020-04-13,1,0,24,0,3,0,0,2,0,0,0,0,0
South Carolina,2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-04-15,2,1,17,0,12,2,0,1,1,0,0,1,0
South Carolina,2020-04-16,0,2,26,1,5,0,0,6,1,0,0,4,0
South Carolina,2020-04-17,2,1,29,2,3,0,0,0,7,0,0,0,0
South Carolina,2020-04-18,0,1,17,0,2,2,0,0,2,0,0,1,1
South Carolina,2020-04-19,2,2,14,0,0,0,0,0,1,0,0,3,1
South Carolina,2020-04-20,3,2,14,0,1,0,0,3,2,0,0,2,0
South Carolina,2020-04-21,3,4,16,2,1,3,0,1,1,0,0,0,1
South Carolina,2020-04-22,0,3,29,1,26,0,0,2,0,0,0,3,1
South Carolina,2020-04-23,2,2,17,1,3,1,0,0,4,0,1,3,0
South Carolina,2020-04-24,3,3,10,0,2,1,0,4,4,0,0,4,0
South Carolina,2020-04-25,3,3,9,0,14,1,0,2,2,0,0,1,0
South Carolina,2020-04-26,0,0,21,0,8,0,0,4,2,0,0,2,0
South Carolina,2020-04-27,0,3,23,0,13,0,0,3,2,0,0,6,0
South Carolina,2020-04-28,1,4,92,0,1,2,0,6,4,0,1,2,0
South Carolina,2020-04-29,0,3,49,0,6,1,0,0,1,0,0,1,0
South Carolina,2020-04-30,1,2,11,0,6,0,0,1,1,0,0,0,0
South Carolina,2020-05-01,1,3,20,0,4,0,0,1,1,0,0,0,0
South Carolina,2020-05-02,1,2,13,0,6,0,0,0,2,0,0,1,0
South Carolina,2020-05-03,1,1,21,0,13,0,0,1,1,0,0,3,0
South Carolina,2020-05-04,2,0,11,0,6,0,0,1,1,0,0,2,0
South Carolina,2020-05-05,0,1,15,1,9,1,0,2,0,0,0,0,0
South Carolina,2020-05-06,1,3,10,0,2,1,0,1,2,0,0,0,0
South Carolina,2020-05-07,2,1,3,0,1,1,0,0,1,0,0,0,0
South Carolina,2020-05-08,4,0,4,0,4,1,0,3,2,0,0,0,0
South Carolina,2020-05-09,2,1,11,1,4,0,0,6,2,0,0,1,2
South Carolina,2020-05-10,0,0,18,1,4,0,0,4,0,0,1,1,1
South Carolina,2020-05-11,4,1,8,0,5,0,0,2,0,0,1,1,0
South Carolina,2020-05-12,0,7,7,0,2,0,0,0,0,0,0,4,0
South Carolina,2020-05-13,1,4,14,0,3,0,0,3,2,0,0,0,0
South Carolina,2020-05-14,0,2,17,0,3,0,0,2,0,0,2,3,0
South Carolina,2020-05-15,0,0,1,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-05-17,2,2,10,0,1,0,0,0,0,0,0,0,0
South Carolina,2020-05-18,2,1,7,0,2,0,0,0,1,0,0,0,0
South Carolina,2020-05-19,1,4,4,0,3,0,0,0,2,0,0,3,0
South Carolina,2020-05-20,0,0,0,0,0,0,0,0,0,0,0,1,0
South Carolina,2020-05-21,0,4,10,0,1,0,0,1,0,0,0,1,0
South Carolina,2020-05-22,0,0,10,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-05-23,1,3,4,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-05-24,4,1,5,1,1,0,0,0,0,0,1,0,0
South Carolina,2020-05-25,1,2,10,0,1,0,0,22,2,0,0,0,0
South Carolina,2020-05-26,0,2,12,0,0,0,0,16,1,0,0,0,0
South Carolina,2020-05-27,0,6,6,0,0,2,0,5,0,0,0,0,0
South Carolina,2020-05-28,7,5,7,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-05-29,1,0,11,0,47,0,0,2,0,0,0,0,0
South Carolina,2020-05-30,2,1,2,0,5,0,0,2,0,0,0,0,0
South Carolina,2020-05-31,0,1,1,0,1,0,0,0,0,0,0,0,0
South Carolina,2020-06-01,0,0,2,0,3,0,0,0,2,0,0,0,0
South Carolina,2020-06-02,0,0,2,0,2,0,0,1,0,0,0,2,0
South Carolina,2020-06-03,1,0,2,0,3,0,0,0,0,0,0,0,0
South Carolina,2020-06-04,0,0,5,0,2,0,0,0,0,0,0,0,0
South Carolina,2020-06-05,1,0,5,0,1,0,0,3,0,0,0,0,0
South Carolina,2020-06-06,0,1,1,0,4,0,0,2,2,0,0,1,0
South Carolina,2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-06-08,0,2,3,0,2,0,0,1,1,0,0,0,0
South Carolina,2020-06-10,0,0,6,0,4,0,0,1,2,0,0,0,0
South Carolina,2020-06-11,1,2,5,1,3,0,0,2,1,0,0,1,0
South Carolina,2020-06-12,0,1,2,0,2,0,0,0,0,0,0,2,0
South Carolina,2020-06-13,0,0,2,1,0,0,0,2,0,0,0,0,0
South Carolina,2020-06-14,0,4,6,0,5,0,0,0,0,0,0,0,0
South Carolina,2020-06-15,0,1,12,0,5,0,0,4,0,0,0,3,1
South Carolina,2020-06-16,1,0,7,0,11,0,0,1,0,0,0,3,0
South Carolina,2020-06-17,1,2,3,0,2,0,0,0,2,0,0,1,0
South Carolina,2020-06-18,0,1,14,0,2,0,0,2,2,0,0,0,0
South Carolina,2020-06-19,5,2,8,0,8,0,0,0,3,0,2,0,0
South Carolina,2020-06-22,1,0,6,0,16,0,0,1,11,0,0,0,0
South Carolina,2020-06-23,2,2,17,0,23,0,1,6,3,0,1,6,0
South Carolina,2020-06-24,8,5,69,0,4,0,0,4,1,0,0,14,0
South Carolina,2020-06-25,4,45,14,1,5,4,0,0,19,0,2,4,0
South Carolina,2020-06-26,2,24,14,0,6,0,0,8,3,0,0,3,0
South Carolina,2020-06-27,1,4,20,0,9,0,0,0,2,0,0,0,1
South Carolina,2020-06-29,1,2,24,0,1,0,0,0,2,0,0,1,0
South Carolina,2020-06-30,1,0,15,0,10,0,0,0,0,0,0,2,0
South Carolina,2020-07-01,1,0,37,0,11,0,0,12,0,0,1,1,1
South Carolina,2020-07-02,21,3,11,0,7,0,0,5,1,0,0,1,0
South Carolina,2020-07-03,6,10,15,0,3,0,0,10,0,0,0,0,0
South Carolina,2020-07-04,0,6,27,0,4,0,0,103,0,0,0,1,0
South Carolina,2020-07-05,2,2,11,0,5,0,0,13,1,0,0,0,0
South Carolina,2020-07-06,1,4,16,0,4,0,0,3,4,0,0,2,0
South Carolina,2020-07-07,0,4,5,0,5,3,0,2,1,0,0,1,1
South Carolina,2020-07-08,3,3,4,1,9,1,0,1,2,0,0,4,0
South Carolina,2020-07-09,5,3,15,2,17,0,2,4,0,0,0,0,1
South Carolina,2020-07-10,10,10,10,6,19,2,10,7,3,0,0,1,0
South Carolina,2020-07-11,4,2,14,0,5,0,0,2,0,0,0,0,0
South Carolina,2020-07-12,0,0,14,0,7,0,0,0,3,0,0,4,2
South Carolina,2020-07-13,3,4,19,1,22,0,0,3,1,0,0,4,0
South Carolina,2020-07-14,5,6,20,1,15,10,0,9,13,0,1,4,0
South Carolina,2020-07-15,1,3,60,0,2,2,1,1,20,0,0,2,0
South Carolina,2020-07-16,4,5,40,3,7,7,0,7,8,0,1,0,1
South Carolina,2020-07-17,1,8,54,1,8,2,0,6,4,0,2,0,0
South Carolina,2020-07-18,2,5,21,0,3,0,0,12,1,0,0,1,0
South Carolina,2020-07-19,2,1,14,2,5,0,0,12,0,0,0,2,0
South Carolina,2020-07-20,1,5,18,0,0,0,0,0,2,0,0,0,0
South Carolina,2020-07-21,23,1,15,0,2,0,0,4,1,0,0,0,0
South Carolina,2020-07-22,8,3,20,0,5,0,0,7,2,0,0,1,0
South Carolina,2020-07-23,2,3,14,0,1,0,0,4,6,0,0,0,0
South Carolina,2020-07-24,1,1,22,0,2,2,0,2,20,0,0,1,0
South Carolina,2020-07-25,1,3,8,1,6,0,0,0,4,0,0,1,1
South Carolina,2020-07-26,2,2,4,1,0,0,0,1,1,0,0,3,1
South Carolina,2020-07-27,2,8,6,0,2,19,0,22,1,0,1,2,0
South Carolina,2020-07-28,1,0,15,0,0,13,0,12,0,0,0,0,0
South Carolina,2020-07-29,6,2,11,0,0,1,0,1,3,0,0,0,0
South Carolina,2020-07-30,1,5,29,0,5,0,0,4,2,0,0,2,1
South Carolina,2020-07-31,12,2,14,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-08-01,1,1,3,0,17,0,0,0,0,0,0,0,0
South Carolina,2020-08-02,2,1,17,0,28,0,0,0,1,0,0,3,0
South Carolina,2020-08-03,1,0,12,0,2,0,0,0,0,0,0,0,0
South Carolina,2020-08-04,0,1,13,0,5,0,4,0,12,0,1,1,0
South Carolina,2020-08-05,0,2,6,0,1,1,0,2,0,0,0,3,1
South Carolina,2020-08-06,0,1,3,0,13,0,0,4,6,0,0,0,1
South Carolina,2020-08-07,3,4,27,1,2,0,0,3,1,0,0,1,0
South Carolina,2020-08-08,2,2,10,0,5,2,0,2,0,0,0,0,0
South Carolina,2020-08-09,0,0,9,0,1,0,0,0,0,0,0,0,0
South Carolina,2020-08-10,0,3,8,0,3,0,0,0,0,0,0,0,0
South Carolina,2020-08-11,2,15,68,0,0,1,0,1,0,0,1,1,1
South Carolina,2020-08-12,4,7,15,0,6,0,0,0,0,0,0,2,1
South Carolina,2020-08-13,1,3,8,0,0,0,0,0,0,0,0,1,0
South Carolina,2020-08-14,0,5,3,0,0,0,0,4,4,0,0,0,0
South Carolina,2020-08-15,1,6,7,0,18,1,0,2,1,0,0,0,0
South Carolina,2020-08-16,1,2,8,0,4,0,0,0,1,0,0,3,0
South Carolina,2020-08-17,2,1,4,0,0,0,0,0,1,0,0,1,0
South Carolina,2020-08-18,0,1,18,0,3,0,0,1,2,0,0,0,0
South Carolina,2020-08-19,1,1,29,0,3,0,1,0,1,0,0,0,0
South Carolina,2020-08-20,0,3,22,0,2,0,0,10,0,0,0,0,0
South Carolina,2020-08-21,3,1,72,0,3,0,0,1,0,0,0,0,0
South Carolina,2020-08-22,1,0,3,0,2,0,0,3,0,0,0,1,0
South Carolina,2020-08-23,1,1,30,0,3,0,0,0,1,0,0,0,0
South Carolina,2020-08-24,0,3,7,0,4,1,0,0,0,0,0,0,0
South Carolina,2020-08-25,2,0,10,1,2,0,0,1,1,0,0,1,1
South Carolina,2020-08-26,0,1,10,0,4,0,0,2,0,0,0,2,0
South Carolina,2020-08-27,0,1,0,0,5,0,0,2,0,0,0,2,0
South Carolina,2020-08-28,1,1,5,0,4,0,0,0,0,0,0,1,0
South Carolina,2020-08-29,2,2,2,0,3,1,0,1,0,0,0,0,1
South Carolina,2020-08-30,0,4,41,0,5,0,0,0,0,0,0,0,0
South Carolina,2020-08-31,1,1,22,0,3,0,0,4,3,0,0,3,0
South Carolina,2020-09-01,0,3,12,0,0,0,0,1,0,0,0,1,0
South Carolina,2020-09-02,0,3,7,0,1,0,0,0,0,0,0,2,0
South Carolina,2020-09-03,0,3,9,0,4,1,0,0,4,0,0,1,0
South Carolina,2020-09-04,2,1,3,0,1,4,0,1,4,2,0,0,0
South Carolina,2020-09-05,0,4,8,0,0,0,0,1,1,0,0,0,1
South Carolina,2020-09-06,0,1,3,0,6,0,0,3,0,0,0,3,0
South Carolina,2020-09-07,0,0,4,0,7,0,0,0,0,0,0,0,0
South Carolina,2020-09-08,4,2,18,1,3,0,0,3,0,0,0,3,0
South Carolina,2020-09-09,1,1,78,0,2,0,0,7,1,0,0,1,0
South Carolina,2020-09-10,5,1,79,0,5,0,0,0,0,0,0,0,0
South Carolina,2020-09-11,3,0,16,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-09-12,1,0,9,0,1,0,0,2,1,0,0,0,0
South Carolina,2020-09-13,2,1,9,0,0,0,0,0,0,0,0,0,0
South Carolina,2020-09-14,0,4,7,0,1,0,0,1,1,0,0,0,0
South Carolina,2020-09-15,1,6,6,0,11,0,0,1,0,0,0,1,0
South Dakota,2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-10,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-12,0,0,0,0,0,0,0,0,0,0,0,1,0
South Dakota,2020-03-13,0,1,2,0,2,0,0,0,0,0,0,2,0
South Dakota,2020-03-14,0,0,4,0,9,0,0,0,0,0,1,1,0
South Dakota,2020-03-15,0,1,3,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-16,0,0,11,0,0,0,0,0,0,0,0,0,0
South Dakota,2020-03-17,0,0,6,0,2,0,0,2,0,0,0,2,0
South Dakota,2020-03-18,0,0,3,0,0,0,0,0,0,0,0,2,0
South Dakota,2020-03-19,1,1,4,0,4,1,0,1,0,0,0,1,0
South Dakota,2020-03-20,0,1,2,0,1,0,0,0,0,0,0,0,0
South Dakota,2020-03-21,0,0,1,0,1,0,0,0,0,0,0,12,0
