State,Date,# COVID Tweets,# Twitter Users
Mississippi,2020-05-09,674,418
Mississippi,2020-05-10,580,364
Mississippi,2020-05-11,939,536
Mississippi,2020-05-12,866,544
Mississippi,2020-05-13,960,537
Mississippi,2020-05-14,868,529
Mississippi,2020-05-15,848,519
Mississippi,2020-05-16,613,360
Mississippi,2020-05-17,531,346
Mississippi,2020-05-18,771,482
Mississippi,2020-05-19,866,545
Mississippi,2020-05-20,944,570
Mississippi,2020-05-21,730,466
Mississippi,2020-05-22,602,368
Mississippi,2020-05-23,496,317
Mississippi,2020-05-24,534,361
Mississippi,2020-05-25,512,351
Mississippi,2020-05-26,617,425
Mississippi,2020-05-27,663,390
Mississippi,2020-05-28,724,457
Mississippi,2020-05-29,587,385
Mississippi,2020-05-30,411,285
Mississippi,2020-05-31,388,280
Mississippi,2020-06-01,577,445
Mississippi,2020-06-02,480,363
Mississippi,2020-06-03,505,336
Mississippi,2020-06-04,755,537
Mississippi,2020-06-05,656,408
Mississippi,2020-06-06,310,239
Mississippi,2020-06-07,345,250
Mississippi,2020-06-08,478,330
Mississippi,2020-06-10,458,342
Mississippi,2020-06-11,468,338
Mississippi,2020-06-12,523,381
Mississippi,2020-06-13,358,255
Mississippi,2020-06-14,342,261
Mississippi,2020-06-15,495,356
Mississippi,2020-06-16,525,343
Mississippi,2020-06-17,687,465
Mississippi,2020-06-18,648,492
Mississippi,2020-06-19,519,378
Mississippi,2020-06-22,609,435
Mississippi,2020-06-23,611,442
Mississippi,2020-06-24,609,427
Mississippi,2020-06-25,859,578
Mississippi,2020-06-26,640,433
Mississippi,2020-06-27,558,386
Mississippi,2020-06-29,560,396
Mississippi,2020-06-30,567,412
Mississippi,2020-07-01,692,522
Mississippi,2020-07-02,729,517
Mississippi,2020-07-03,778,473
Mississippi,2020-07-04,511,336
Mississippi,2020-07-05,410,284
Mississippi,2020-07-06,699,451
Mississippi,2020-07-07,753,451
Mississippi,2020-07-08,788,501
Mississippi,2020-07-09,891,590
Mississippi,2020-07-10,713,495
Mississippi,2020-07-11,585,446
Mississippi,2020-07-12,483,353
Mississippi,2020-07-13,698,471
Mississippi,2020-07-14,922,572
Mississippi,2020-07-15,844,563
Mississippi,2020-07-16,866,562
Mississippi,2020-07-17,873,559
Mississippi,2020-07-18,559,391
Mississippi,2020-07-19,441,324
Mississippi,2020-07-20,750,496
Mississippi,2020-07-21,733,502
Mississippi,2020-07-22,697,452
Mississippi,2020-07-23,698,479
Mississippi,2020-07-24,609,414
Mississippi,2020-07-25,552,428
Mississippi,2020-07-26,460,329
Mississippi,2020-07-27,689,470
Mississippi,2020-07-28,911,545
Mississippi,2020-07-29,671,428
Mississippi,2020-07-30,895,554
Mississippi,2020-07-31,713,461
Mississippi,2020-08-01,501,297
Mississippi,2020-08-02,459,290
Mississippi,2020-08-03,682,433
Mississippi,2020-08-04,838,511
Mississippi,2020-08-05,731,455
Mississippi,2020-08-06,620,412
Mississippi,2020-08-07,647,455
Mississippi,2020-08-08,347,249
Mississippi,2020-08-09,356,281
Mississippi,2020-08-10,567,372
Mississippi,2020-08-11,610,397
Mississippi,2020-08-12,502,349
Mississippi,2020-08-13,448,305
Mississippi,2020-08-14,511,340
Mississippi,2020-08-15,331,244
Mississippi,2020-08-16,285,208
Mississippi,2020-08-17,534,356
Missouri,2020-03-01,0,0
Missouri,2020-03-02,0,0
Missouri,2020-03-03,0,0
Missouri,2020-03-04,0,0
Missouri,2020-03-05,0,0
Missouri,2020-03-06,0,0
Missouri,2020-03-07,0,0
Missouri,2020-03-08,0,0
Missouri,2020-03-09,0,0
Missouri,2020-03-10,0,0
Missouri,2020-03-11,0,0
Missouri,2020-03-12,666,550
Missouri,2020-03-13,5176,3223
Missouri,2020-03-14,4741,3073
Missouri,2020-03-15,5028,2898
Missouri,2020-03-16,5111,3294
Missouri,2020-03-17,5480,3492
Missouri,2020-03-18,5750,3645
Missouri,2020-03-19,5143,3330
Missouri,2020-03-20,5210,3290
Missouri,2020-03-21,4474,2919
Missouri,2020-03-22,4624,2890
Missouri,2020-03-23,5380,3209
Missouri,2020-03-24,5220,3117
Missouri,2020-03-25,4978,2877
Missouri,2020-03-26,2740,1786
Missouri,2020-03-27,5004,2892
Missouri,2020-03-28,4452,2590
Missouri,2020-03-29,4179,2409
Missouri,2020-03-30,3210,2081
Missouri,2020-03-31,4966,2996
Missouri,2020-04-01,5320,3086
Missouri,2020-04-02,5292,3044
Missouri,2020-04-03,5139,2896
Missouri,2020-04-04,4644,2582
Missouri,2020-04-05,4175,2239
Missouri,2020-04-06,4990,2863
Missouri,2020-04-07,5138,3010
Missouri,2020-04-08,5369,3034
Missouri,2020-04-09,5065,2820
Missouri,2020-04-10,5054,2809
Missouri,2020-04-11,4013,2268
Missouri,2020-04-12,3392,1990
Missouri,2020-04-13,3958,2233
Missouri,2020-04-14,4853,2838
Missouri,2020-04-15,4839,2732
Missouri,2020-04-16,4563,2617
Missouri,2020-04-17,4428,2468
Missouri,2020-04-18,3779,2101
Missouri,2020-04-19,3905,1921
Missouri,2020-04-20,4101,2272
Missouri,2020-04-21,3828,2149
Missouri,2020-04-22,4518,2488
Missouri,2020-04-23,4252,2461
Missouri,2020-04-24,4616,2558
Missouri,2020-04-25,3333,1852
Missouri,2020-04-26,2778,1511
Missouri,2020-04-27,3983,2355
Missouri,2020-04-28,4104,2373
Missouri,2020-04-29,4020,2324
Missouri,2020-04-30,3599,2069
Missouri,2020-05-01,3652,2182
Missouri,2020-05-02,2700,1531
Missouri,2020-05-03,2411,1407
Missouri,2020-05-04,3598,2026
Missouri,2020-05-05,4141,2264
Missouri,2020-05-06,3870,2115
Missouri,2020-05-07,3625,2092
Missouri,2020-05-08,3340,1941
Missouri,2020-05-09,2760,1577
Missouri,2020-05-10,2459,1387
Missouri,2020-05-11,3619,2098
Missouri,2020-05-12,3645,2129
Missouri,2020-05-13,3267,1887
Missouri,2020-05-14,3466,2068
Missouri,2020-05-15,3267,1951
Missouri,2020-05-16,2262,1297
Missouri,2020-05-17,2284,1305
Missouri,2020-05-18,3172,1892
Missouri,2020-05-19,3617,2158
Missouri,2020-05-20,3580,2118
Missouri,2020-05-21,3294,1893
Missouri,2020-05-22,2353,1500
Missouri,2020-05-23,2029,1245
Missouri,2020-05-24,2510,1602
Missouri,2020-05-25,2171,1347
Missouri,2020-05-26,2936,1843
Missouri,2020-05-27,2598,1591
Missouri,2020-05-28,2939,1797
Missouri,2020-05-29,2886,1854
Missouri,2020-05-30,1606,1106
Missouri,2020-05-31,1236,917
Missouri,2020-06-01,1963,1445
Missouri,2020-06-02,1805,1370
Missouri,2020-06-03,1725,1205
Missouri,2020-06-04,2474,1765
Missouri,2020-06-05,1920,1339
Missouri,2020-06-06,1358,955
Missouri,2020-06-07,1114,803
Missouri,2020-06-08,1658,1125
Missouri,2020-06-10,1857,1317
Missouri,2020-06-11,1889,1305
Missouri,2020-06-12,2144,1338
Missouri,2020-06-13,1469,989
Missouri,2020-06-14,1299,959
Missouri,2020-06-15,2190,1418
Missouri,2020-06-16,2380,1485
Missouri,2020-06-17,2673,1689
Missouri,2020-06-18,2524,1714
Missouri,2020-06-19,2453,1619
Missouri,2020-06-22,2608,1672
Missouri,2020-06-23,2983,1962
Missouri,2020-06-24,2898,1819
Missouri,2020-06-25,3246,1917
Missouri,2020-06-26,3332,1996
Missouri,2020-06-27,2395,1471
Missouri,2020-06-29,2425,1604
Missouri,2020-06-30,2619,1702
Missouri,2020-07-01,2919,1903
Missouri,2020-07-02,3380,2040
Missouri,2020-07-03,3234,1836
Missouri,2020-07-04,2523,1615
Missouri,2020-07-05,1804,1159
Missouri,2020-07-06,3264,1983
Missouri,2020-07-07,3026,1856
Missouri,2020-07-08,3265,1975
Missouri,2020-07-09,3240,2076
Missouri,2020-07-10,2726,1757
Missouri,2020-07-11,2233,1420
Missouri,2020-07-12,2177,1324
Missouri,2020-07-13,3177,1906
Missouri,2020-07-14,3213,1874
Missouri,2020-07-15,3275,2059
Missouri,2020-07-16,3938,2311
Missouri,2020-07-17,3850,2295
Missouri,2020-07-18,2381,1538
Missouri,2020-07-19,1859,1167
Missouri,2020-07-20,2895,1808
Missouri,2020-07-21,2762,1702
Missouri,2020-07-22,2576,1633
Missouri,2020-07-23,2291,1397
Missouri,2020-07-24,2661,1638
Missouri,2020-07-25,2247,1508
Missouri,2020-07-26,1778,1181
Missouri,2020-07-27,3202,1936
Missouri,2020-07-28,3576,2042
Missouri,2020-07-29,2927,1800
Missouri,2020-07-30,3572,2088
Missouri,2020-07-31,3083,1889
Missouri,2020-08-01,1909,1195
Missouri,2020-08-02,1940,1163
Missouri,2020-08-03,2547,1557
Missouri,2020-08-04,2435,1439
Missouri,2020-08-05,2325,1456
Missouri,2020-08-06,2544,1614
Missouri,2020-08-07,2349,1508
Missouri,2020-08-08,1482,995
Missouri,2020-08-09,1839,1091
Missouri,2020-08-10,2426,1481
Missouri,2020-08-11,2235,1330
Missouri,2020-08-12,1919,1197
Missouri,2020-08-13,1844,1157
Missouri,2020-08-14,1677,999
Missouri,2020-08-15,1437,903
Missouri,2020-08-16,1183,739
Missouri,2020-08-17,1741,1154
Montana,2020-03-01,0,0
Montana,2020-03-02,0,0
Montana,2020-03-03,0,0
Montana,2020-03-04,0,0
Montana,2020-03-05,0,0
Montana,2020-03-06,0,0
Montana,2020-03-07,0,0
Montana,2020-03-08,0,0
Montana,2020-03-09,0,0
Montana,2020-03-10,0,0
Montana,2020-03-11,0,0
Montana,2020-03-12,100,80
Montana,2020-03-13,787,457
Montana,2020-03-14,768,461
Montana,2020-03-15,779,436
Montana,2020-03-16,724,450
Montana,2020-03-17,744,468
Montana,2020-03-18,727,488
Montana,2020-03-19,675,445
Montana,2020-03-20,695,454
Montana,2020-03-21,540,339
Montana,2020-03-22,578,336
Montana,2020-03-23,704,407
Montana,2020-03-24,743,423
Montana,2020-03-25,767,441
Montana,2020-03-26,387,265
Montana,2020-03-27,677,413
Montana,2020-03-28,629,360
Montana,2020-03-29,704,384
Montana,2020-03-30,463,292
Montana,2020-03-31,713,413
Montana,2020-04-01,725,415
Montana,2020-04-02,751,411
Montana,2020-04-03,794,426
Montana,2020-04-04,697,382
Montana,2020-04-05,676,333
Montana,2020-04-06,776,406
Montana,2020-04-07,774,445
Montana,2020-04-08,787,424
Montana,2020-04-09,709,377
Montana,2020-04-10,718,402
Montana,2020-04-11,675,333
Montana,2020-04-12,641,311
Montana,2020-04-13,591,326
Montana,2020-04-14,645,366
Montana,2020-04-15,740,378
Montana,2020-04-16,709,380
Montana,2020-04-17,655,370
Montana,2020-04-18,682,321
Montana,2020-04-19,639,298
Montana,2020-04-20,662,368
Montana,2020-04-21,537,294
Montana,2020-04-22,660,375
Montana,2020-04-23,573,322
Montana,2020-04-24,691,367
Montana,2020-04-25,523,288
Montana,2020-04-26,417,228
Montana,2020-04-27,502,271
Montana,2020-04-28,640,354
Montana,2020-04-29,646,339
Montana,2020-04-30,524,299
Montana,2020-05-01,566,322
Montana,2020-05-02,420,237
Montana,2020-05-03,420,193
Montana,2020-05-04,572,285
Montana,2020-05-05,549,295
Montana,2020-05-06,526,297
Montana,2020-05-07,579,306
Montana,2020-05-08,493,277
Montana,2020-05-09,365,208
Montana,2020-05-10,406,220
Montana,2020-05-11,607,314
Montana,2020-05-12,555,296
Montana,2020-05-13,535,296
Montana,2020-05-14,501,272
Montana,2020-05-15,500,271
Montana,2020-05-16,365,207
Montana,2020-05-17,374,200
Montana,2020-05-18,468,247
Montana,2020-05-19,481,298
Montana,2020-05-20,500,260
Montana,2020-05-21,484,263
Montana,2020-05-22,329,201
Montana,2020-05-23,248,162
Montana,2020-05-24,290,180
Montana,2020-05-25,254,161
Montana,2020-05-26,346,222
Montana,2020-05-27,311,210
Montana,2020-05-28,412,241
Montana,2020-05-29,335,221
Montana,2020-05-30,195,145
Montana,2020-05-31,216,149
Montana,2020-06-01,236,178
Montana,2020-06-02,260,188
Montana,2020-06-03,244,173
Montana,2020-06-04,310,232
Montana,2020-06-05,232,167
Montana,2020-06-06,190,126
Montana,2020-06-07,164,107
Montana,2020-06-08,223,141
Montana,2020-06-10,234,151
Montana,2020-06-11,281,185
Montana,2020-06-12,282,177
Montana,2020-06-13,228,149
Montana,2020-06-14,210,135
Montana,2020-06-15,301,191
Montana,2020-06-16,438,233
Montana,2020-06-17,397,253
Montana,2020-06-18,402,244
Montana,2020-06-19,337,216
Montana,2020-06-22,360,209
Montana,2020-06-23,375,220
Montana,2020-06-24,473,248
Montana,2020-06-25,477,301
Montana,2020-06-26,481,255
Montana,2020-06-27,372,211
Montana,2020-06-29,461,280
Montana,2020-06-30,420,227
Montana,2020-07-01,477,270
Montana,2020-07-02,543,290
Montana,2020-07-03,469,261
Montana,2020-07-04,374,197
Montana,2020-07-05,314,167
Montana,2020-07-06,442,226
Montana,2020-07-07,445,253
Montana,2020-07-08,435,255
Montana,2020-07-09,437,268
Montana,2020-07-10,416,252
Montana,2020-07-11,343,186
Montana,2020-07-12,332,194
Montana,2020-07-13,516,286
Montana,2020-07-14,521,264
Montana,2020-07-15,603,353
Montana,2020-07-16,680,357
Montana,2020-07-17,492,280
Montana,2020-07-18,305,176
Montana,2020-07-19,293,166
Montana,2020-07-20,383,216
Montana,2020-07-21,385,206
Montana,2020-07-22,382,244
Montana,2020-07-23,329,187
Montana,2020-07-24,352,206
Montana,2020-07-25,272,184
Montana,2020-07-26,243,157
Montana,2020-07-27,338,210
Montana,2020-07-28,458,253
Montana,2020-07-29,379,220
Montana,2020-07-30,476,295
Montana,2020-07-31,365,233
Montana,2020-08-01,243,149
Montana,2020-08-02,286,171
Montana,2020-08-03,361,202
Montana,2020-08-04,324,186
Montana,2020-08-05,362,213
Montana,2020-08-06,361,197
Montana,2020-08-07,342,201
Montana,2020-08-08,221,147
Montana,2020-08-09,199,129
Montana,2020-08-10,303,182
Montana,2020-08-11,366,219
Montana,2020-08-12,222,141
Montana,2020-08-13,222,138
Montana,2020-08-14,224,152
Montana,2020-08-15,153,110
Montana,2020-08-16,156,114
Montana,2020-08-17,237,159
Nebraska,2020-03-01,0,0
Nebraska,2020-03-02,0,0
Nebraska,2020-03-03,0,0
Nebraska,2020-03-04,0,0
Nebraska,2020-03-05,0,0
Nebraska,2020-03-06,0,0
Nebraska,2020-03-07,0,0
Nebraska,2020-03-08,0,0
Nebraska,2020-03-09,0,0
Nebraska,2020-03-10,0,0
Nebraska,2020-03-11,0,0
Nebraska,2020-03-12,207,179
Nebraska,2020-03-13,1808,1212
Nebraska,2020-03-14,1657,1132
Nebraska,2020-03-15,1592,1022
Nebraska,2020-03-16,1548,1043
Nebraska,2020-03-17,1575,1088
Nebraska,2020-03-18,1637,1138
Nebraska,2020-03-19,1432,1021
Nebraska,2020-03-20,1631,1117
Nebraska,2020-03-21,1095,788
Nebraska,2020-03-22,1228,834
Nebraska,2020-03-23,1466,949
Nebraska,2020-03-24,1439,930
Nebraska,2020-03-25,1551,925
Nebraska,2020-03-26,878,560
Nebraska,2020-03-27,1651,973
Nebraska,2020-03-28,1400,837
Nebraska,2020-03-29,1358,752
Nebraska,2020-03-30,953,608
Nebraska,2020-03-31,1530,904
Nebraska,2020-04-01,1585,908
Nebraska,2020-04-02,1668,976
Nebraska,2020-04-03,1510,863
Nebraska,2020-04-04,1423,802
Nebraska,2020-04-05,1450,745
Nebraska,2020-04-06,1686,972
Nebraska,2020-04-07,1611,967
Nebraska,2020-04-08,1598,952
Nebraska,2020-04-09,1736,947
Nebraska,2020-04-10,1648,915
Nebraska,2020-04-11,1328,747
Nebraska,2020-04-12,1128,613
Nebraska,2020-04-13,1410,815
Nebraska,2020-04-14,1510,851
Nebraska,2020-04-15,1639,922
Nebraska,2020-04-16,1507,930
Nebraska,2020-04-17,1351,802
Nebraska,2020-04-18,1145,656
Nebraska,2020-04-19,1094,601
Nebraska,2020-04-20,1385,768
Nebraska,2020-04-21,1260,744
Nebraska,2020-04-22,1432,818
Nebraska,2020-04-23,1377,806
Nebraska,2020-04-24,1434,807
Nebraska,2020-04-25,1019,574
Nebraska,2020-04-26,989,567
Nebraska,2020-04-27,1301,684
Nebraska,2020-04-28,1481,835
Nebraska,2020-04-29,1446,830
Nebraska,2020-04-30,1342,772
Nebraska,2020-05-01,1350,809
Nebraska,2020-05-02,1107,650
Nebraska,2020-05-03,911,517
Nebraska,2020-05-04,1236,721
Nebraska,2020-05-05,1429,804
Nebraska,2020-05-06,1264,698
Nebraska,2020-05-07,1349,748
Nebraska,2020-05-08,1359,815
Nebraska,2020-05-09,1127,658
Nebraska,2020-05-10,881,520
Nebraska,2020-05-11,1222,712
Nebraska,2020-05-12,1220,770
Nebraska,2020-05-13,1245,681
Nebraska,2020-05-14,1246,706
Nebraska,2020-05-15,1239,724
Nebraska,2020-05-16,711,434
Nebraska,2020-05-17,812,488
Nebraska,2020-05-18,1016,618
Nebraska,2020-05-19,1131,675
Nebraska,2020-05-20,1101,701
Nebraska,2020-05-21,1138,740
Nebraska,2020-05-22,878,564
Nebraska,2020-05-23,717,453
Nebraska,2020-05-24,661,411
Nebraska,2020-05-25,719,442
Nebraska,2020-05-26,991,619
Nebraska,2020-05-27,887,606
Nebraska,2020-05-28,1003,624
Nebraska,2020-05-29,835,572
Nebraska,2020-05-30,487,345
Nebraska,2020-05-31,383,288
Nebraska,2020-06-01,616,464
Nebraska,2020-06-02,595,456
Nebraska,2020-06-03,527,395
Nebraska,2020-06-04,684,506
Nebraska,2020-06-05,603,435
Nebraska,2020-06-06,395,294
Nebraska,2020-06-07,337,271
Nebraska,2020-06-08,533,394
Nebraska,2020-06-10,665,476
Nebraska,2020-06-11,614,438
Nebraska,2020-06-12,695,478
Nebraska,2020-06-13,488,362
Nebraska,2020-06-14,423,324
Nebraska,2020-06-15,703,493
Nebraska,2020-06-16,856,562
Nebraska,2020-06-17,828,562
Nebraska,2020-06-18,825,598
Nebraska,2020-06-19,785,549
Nebraska,2020-06-22,722,494
Nebraska,2020-06-23,842,584
Nebraska,2020-06-24,830,584
Nebraska,2020-06-25,849,563
Nebraska,2020-06-26,814,572
Nebraska,2020-06-27,684,474
Nebraska,2020-06-29,780,555
Nebraska,2020-06-30,740,493
Nebraska,2020-07-01,723,488
Nebraska,2020-07-02,945,593
Nebraska,2020-07-03,871,532
Nebraska,2020-07-04,633,423
Nebraska,2020-07-05,548,360
Nebraska,2020-07-06,898,578
Nebraska,2020-07-07,879,569
Nebraska,2020-07-08,1007,662
Nebraska,2020-07-09,928,686
Nebraska,2020-07-10,777,527
Nebraska,2020-07-11,752,507
Nebraska,2020-07-12,602,391
Nebraska,2020-07-13,893,570
Nebraska,2020-07-14,919,546
Nebraska,2020-07-15,870,580
Nebraska,2020-07-16,1196,707
Nebraska,2020-07-17,1095,685
Nebraska,2020-07-18,649,442
Nebraska,2020-07-19,566,359
Nebraska,2020-07-20,748,504
Nebraska,2020-07-21,740,517
Nebraska,2020-07-22,749,486
Nebraska,2020-07-23,685,418
Nebraska,2020-07-24,776,493
Nebraska,2020-07-25,657,481
Nebraska,2020-07-26,553,394
Nebraska,2020-07-27,955,601
Nebraska,2020-07-28,1235,727
Nebraska,2020-07-29,907,565
Nebraska,2020-07-30,1131,699
Nebraska,2020-07-31,913,618
Nebraska,2020-08-01,615,405
Nebraska,2020-08-02,619,365
Nebraska,2020-08-03,819,484
Nebraska,2020-08-04,682,462
Nebraska,2020-08-05,876,561
Nebraska,2020-08-06,861,548
Nebraska,2020-08-07,795,559
Nebraska,2020-08-08,497,348
Nebraska,2020-08-09,512,359
Nebraska,2020-08-10,776,544
Nebraska,2020-08-11,838,572
Nebraska,2020-08-12,701,496
Nebraska,2020-08-13,590,430
Nebraska,2020-08-14,590,416
Nebraska,2020-08-15,456,327
Nebraska,2020-08-16,388,273
Nebraska,2020-08-17,486,360
Nevada,2020-03-01,0,0
Nevada,2020-03-02,0,0
Nevada,2020-03-03,0,0
Nevada,2020-03-04,0,0
Nevada,2020-03-05,0,0
Nevada,2020-03-06,0,0
Nevada,2020-03-07,0,0
Nevada,2020-03-08,0,0
Nevada,2020-03-09,0,0
Nevada,2020-03-10,0,0
Nevada,2020-03-11,0,0
Nevada,2020-03-12,666,516
Nevada,2020-03-13,6615,4007
Nevada,2020-03-14,6392,4055
Nevada,2020-03-15,5985,3447
Nevada,2020-03-16,6008,3539
Nevada,2020-03-17,6248,3810
Nevada,2020-03-18,7108,4387
Nevada,2020-03-19,6377,4041
Nevada,2020-03-20,6287,3844
Nevada,2020-03-21,4998,3125
Nevada,2020-03-22,5147,2930
Nevada,2020-03-23,5529,3207
Nevada,2020-03-24,5310,3001
Nevada,2020-03-25,5680,2980
Nevada,2020-03-26,3189,1852
Nevada,2020-03-27,5475,2952
Nevada,2020-03-28,4998,2648
Nevada,2020-03-29,5521,2856
Nevada,2020-03-30,3318,1971
Nevada,2020-03-31,5603,3191
Nevada,2020-04-01,5723,3127
Nevada,2020-04-02,5834,3118
Nevada,2020-04-03,5375,2793
Nevada,2020-04-04,5674,2806
Nevada,2020-04-05,5441,2589
Nevada,2020-04-06,5889,2927
Nevada,2020-04-07,5889,3001
Nevada,2020-04-08,6095,2959
Nevada,2020-04-09,6099,3057
Nevada,2020-04-10,5828,2797
Nevada,2020-04-11,5628,2877
Nevada,2020-04-12,4831,2537
Nevada,2020-04-13,4786,2340
Nevada,2020-04-14,5667,2844
Nevada,2020-04-15,5535,2799
Nevada,2020-04-16,4979,2599
Nevada,2020-04-17,5374,2716
Nevada,2020-04-18,5253,2752
Nevada,2020-04-19,5085,2410
Nevada,2020-04-20,4909,2364
Nevada,2020-04-21,4376,2176
Nevada,2020-04-22,5476,2599
Nevada,2020-04-23,4847,2493
Nevada,2020-04-24,4767,2488
Nevada,2020-04-25,4174,2115
Nevada,2020-04-26,3928,1916
Nevada,2020-04-27,4480,2225
Nevada,2020-04-28,5112,2419
Nevada,2020-04-29,4992,2423
Nevada,2020-04-30,4299,2092
Nevada,2020-05-01,4297,2208
Nevada,2020-05-02,3897,2006
Nevada,2020-05-03,3347,1693
Nevada,2020-05-04,4152,2036
Nevada,2020-05-05,4534,2088
Nevada,2020-05-06,4229,2024
Nevada,2020-05-07,4218,2130
Nevada,2020-05-08,3780,2037
Nevada,2020-05-09,3977,2140
Nevada,2020-05-10,3321,1676
Nevada,2020-05-11,4456,2366
Nevada,2020-05-12,4130,2277
Nevada,2020-05-13,3809,1893
Nevada,2020-05-14,3915,2013
Nevada,2020-05-15,4007,2005
Nevada,2020-05-16,2767,1401
Nevada,2020-05-17,3029,1553
Nevada,2020-05-18,3830,2031
Nevada,2020-05-19,4394,2319
Nevada,2020-05-20,4351,2462
Nevada,2020-05-21,3744,2087
Nevada,2020-05-22,2925,1604
Nevada,2020-05-23,2472,1410
Nevada,2020-05-24,2812,1654
Nevada,2020-05-25,2789,1570
Nevada,2020-05-26,3332,1905
Nevada,2020-05-27,3069,1674
Nevada,2020-05-28,3454,1902
Nevada,2020-05-29,3013,1782
Nevada,2020-05-30,1968,1238
Nevada,2020-05-31,2071,1358
Nevada,2020-06-01,2535,1733
Nevada,2020-06-02,2489,1768
Nevada,2020-06-03,2186,1385
Nevada,2020-06-04,2894,1994
Nevada,2020-06-05,2410,1558
Nevada,2020-06-06,1830,1297
Nevada,2020-06-07,1894,1388
Nevada,2020-06-08,1769,1199
Nevada,2020-06-10,2668,1803
Nevada,2020-06-11,2394,1435
Nevada,2020-06-12,3006,1946
Nevada,2020-06-13,2322,1603
Nevada,2020-06-14,1933,1322
Nevada,2020-06-15,2704,1631
Nevada,2020-06-16,3465,1963
Nevada,2020-06-17,3218,1845
Nevada,2020-06-18,3175,2048
Nevada,2020-06-19,3112,1973
Nevada,2020-06-22,3070,1931
Nevada,2020-06-23,3876,2316
Nevada,2020-06-24,3460,2140
Nevada,2020-06-25,4263,2393
Nevada,2020-06-26,3882,2271
Nevada,2020-06-27,3711,2217
Nevada,2020-06-29,3491,2123
Nevada,2020-06-30,3957,2312
Nevada,2020-07-01,3945,2423
Nevada,2020-07-02,4438,2435
Nevada,2020-07-03,4527,2386
Nevada,2020-07-04,3362,1911
Nevada,2020-07-05,2348,1421
Nevada,2020-07-06,3839,2110
Nevada,2020-07-07,3619,1909
Nevada,2020-07-08,3736,2041
Nevada,2020-07-09,3421,2078
Nevada,2020-07-10,4076,2333
Nevada,2020-07-11,3568,2308
Nevada,2020-07-12,3034,1781
Nevada,2020-07-13,4191,2270
Nevada,2020-07-14,4015,2036
Nevada,2020-07-15,4108,2338
Nevada,2020-07-16,4933,2711
Nevada,2020-07-17,4675,2440
Nevada,2020-07-18,3224,1899
Nevada,2020-07-19,2805,1629
Nevada,2020-07-20,3142,1712
Nevada,2020-07-21,2967,1682
Nevada,2020-07-22,2939,1729
Nevada,2020-07-23,2962,1723
Nevada,2020-07-24,2956,1697
Nevada,2020-07-25,3190,2112
Nevada,2020-07-26,2211,1443
Nevada,2020-07-27,3393,1984
Nevada,2020-07-28,4338,2137
Nevada,2020-07-29,3384,1766
Nevada,2020-07-30,4390,2399
Nevada,2020-07-31,3368,1873
Nevada,2020-08-01,2416,1391
Nevada,2020-08-02,2398,1325
Nevada,2020-08-03,3035,1631
Nevada,2020-08-04,2967,1503
Nevada,2020-08-05,2669,1506
Nevada,2020-08-06,2889,1594
Nevada,2020-08-07,2626,1518
Nevada,2020-08-08,1993,1220
Nevada,2020-08-09,2067,1328
Nevada,2020-08-10,2358,1421
Nevada,2020-08-11,2435,1387
Nevada,2020-08-12,1755,1057
Nevada,2020-08-13,1964,1143
Nevada,2020-08-14,1701,1016
Nevada,2020-08-15,1642,905
Nevada,2020-08-16,1279,792
Nevada,2020-08-17,1653,1028
New Hampshire,2020-03-01,0,0
New Hampshire,2020-03-02,0,0
New Hampshire,2020-03-03,0,0
New Hampshire,2020-03-04,0,0
New Hampshire,2020-03-05,0,0
New Hampshire,2020-03-06,0,0
New Hampshire,2020-03-07,0,0
New Hampshire,2020-03-08,0,0
New Hampshire,2020-03-09,0,0
New Hampshire,2020-03-10,0,0
New Hampshire,2020-03-11,0,0
New Hampshire,2020-03-12,66,57
New Hampshire,2020-03-13,750,461
New Hampshire,2020-03-14,611,403
New Hampshire,2020-03-15,725,451
New Hampshire,2020-03-16,746,515
New Hampshire,2020-03-17,742,498
New Hampshire,2020-03-18,683,470
New Hampshire,2020-03-19,712,484
New Hampshire,2020-03-20,681,471
New Hampshire,2020-03-21,542,381
New Hampshire,2020-03-22,571,369
New Hampshire,2020-03-23,734,475
New Hampshire,2020-03-24,765,498
New Hampshire,2020-03-25,743,477
New Hampshire,2020-03-26,389,254
New Hampshire,2020-03-27,703,432
New Hampshire,2020-03-28,629,359
New Hampshire,2020-03-29,611,360
New Hampshire,2020-03-30,520,348
New Hampshire,2020-03-31,739,431
New Hampshire,2020-04-01,697,461
New Hampshire,2020-04-02,698,453
New Hampshire,2020-04-03,699,448
New Hampshire,2020-04-04,669,365
New Hampshire,2020-04-05,714,364
New Hampshire,2020-04-06,709,448
New Hampshire,2020-04-07,732,453
New Hampshire,2020-04-08,792,442
New Hampshire,2020-04-09,734,449
New Hampshire,2020-04-10,837,499
New Hampshire,2020-04-11,598,379
New Hampshire,2020-04-12,492,302
New Hampshire,2020-04-13,618,389
New Hampshire,2020-04-14,735,473
New Hampshire,2020-04-15,740,442
New Hampshire,2020-04-16,684,438
New Hampshire,2020-04-17,663,409
New Hampshire,2020-04-18,591,329
New Hampshire,2020-04-19,591,342
New Hampshire,2020-04-20,684,414
New Hampshire,2020-04-21,533,353
New Hampshire,2020-04-22,790,442
New Hampshire,2020-04-23,741,448
New Hampshire,2020-04-24,738,442
New Hampshire,2020-04-25,458,291
